97	1968	62	1964
99	1954	62	1979
99	1954	59	1979
99	1988	60	1979
97	1876	63	1976
98	1983	61	1998
100	2007	60	1953
100	1983	60	1886
100	1968	57	1930
98	2002	59	1888
96	1968	58	1952
96	1954	58	1921
96	1965	58	1874
97	1903	56	1874
96	1993	57	1968
98	1932	55	1982
96	1970	56	1887
96	1993	56	1887
96	1912	56	1887
97	1926	55	1909
100	1925	53	1997
95	1983	49	1997
96	1983	53	1997
96	1983	57	1997
94	1978	56	1984
98	1939	53	1956
96	1939	48	1956
95	1983	51	1956
93	1983	51	1917
94	1900	53	1985
94	1991	49	1985
95	1956	51	1880
95	1956	55	1902
95	1931	53	2001
98	1931	51	1990
95	1970	50	1889
95	1942	51	1981
95	1895	46	1962
96	1895	48	1918
94	1980	46	1999
93	1931	44	1981
93	1986	42	1887
93	1993	47	1950
95	1986	50	1879
91	1998	50	1947
91	1941	46	1942
91	1986	44	1888
92	1986	45	1993
93	1986	44	1876
95	1986	39	1974
94	1986	36	1974
95	1954	39	1974
94	1954	43	1935
91	1911	38	1935
91	2007	37	1889
91	2007	40	1889
88	1959	36	2000
86	1914	38	2000
85	1920	35	1906
87	1990	37	1988
89	1928	33	1988
88	1985	35	1988
87	1975	32	1876
90	1966	37	1982
86	1938	35	1970
88	1899	35	1992
87	1969	35	1992
85	2005	34	1974
86	1919	32	1974
86	2007	37	1998
87	2001	35	1969
87	2001	34	2006
83	1978	32	1962
83	1991	27	1962
87	1984	29	1962
82	1984	30	1976
87	1996	30	1952
85	2004	32	2008
85	2004	32	1878
87	1974	32	1993
86	1974	29	1954
84	2003	29	1954
84	1992	30	1879
83	2003	31	1982
80	2005	31	1982
84	1986	28	1976
83	1986	23	1976
84	1994	30	1923
83	1998	28	1957
85	1989	28	1996
83	1879	29	1996
82	1993	27	1976
85	1993	28	1905
86	1993	27	1967
82	1985	25	1967
83	1958	25	1997
83	1985	25	1959
83	1985	22	1951
80	1985	23	1951
79	1906	23	2008
81	1992	23	1981
79	1986	23	1970
83	1973	20	1970
80	2001	16	1950
83	1985	23	1903
81	1985	21	1903
83	1985	24	1996
80	1998	24	1959
81	1982	20	1929
79	1991	18	1876
79	1998	22	1886
80	1978	21	1876
80	1998	23	1969
81	1998	23	1876
82	1998	20	1954
82	1998	17	1882
78	1978	17	1882
78	2007	15	1876
79	2007	19	1917
79	2007	14	1957
80	1956	10	1962
79	1956	16	1960
78	1971	17	1962
80	1971	12	1943
79	1924	18	1955
79	1984	18	1875
81	1967	19	1926
80	1931	17	2004
76	1956	13	1981
80	1998	16	1901
78	1990	15	1989
78	1879	11	1983
77	1955	0	1989
78	1964	10	1983
77	1875	17	1935
76	2008	13	1925
80	1984	12	1917
81	1984	6	1917
79	1973	6	1917
